ActivityHour,MET00,MET01,MET02,MET03,MET04,MET05,MET06,MET07,MET08,MET09,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31,MET32,MET33,MET34,MET35,MET36,MET37,MET38,MET39,MET40,MET41,MET42,MET43,MET44,MET45,MET46,MET47,MET48,MET49,MET50,MET51,MET52,MET53,MET54,MET55,MET56,MET57,MET58,MET59
10/21/2014 10:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,24,10,28,26,30,36,42,10,10,10,10,12,10,10,10,26,50,52,54,70,70,70,70,72,72,70,72,72,70,70,72,64,70,72,72,60,28,10,12,12,10,10,10
10/21/2014 11:00:00 AM,10,10,28,24,12,12,12,26,12,12,12,26,12,28,36,28,12,36,36,42,50,60,38,38,12,34,36,32,32,30,42,36,36,36,30,34,40,42,54,42,36,36,56,62,50,38,42,30,36,32,28,28,38,58,68,68,70,68,68,70
10/21/2014 12:00:00 PM,68,70,70,70,68,70,68,66,66,68,66,56,38,40,30,12,28,12,36,12,12,10,26,26,12,10,10,10,12,10,10,10,12,12,12,12,10,12,12,26,10,12,10,12,12,12,12,10,12,12,12,12,26,10,12,12,12,10,12,10
10/21/2014 1:00:00 PM,10,12,10,10,12,10,10,12,10,12,10,26,10,12,12,12,24,10,12,12,12,12,12,12,10,12,10,10,12,12,10,10,10,10,10,12,10,30,44,60,64,64,66,68,64,32,34,66,72,70,70,70,72,66,24,10,38,30,24,10
10/21/2014 2:00:00 PM,10,10,10,10,10,12,12,12,12,10,10,12,10,10,12,10,12,10,10,12,12,12,12,12,12,12,12,12,26,10,12,12,12,12,10,10,12,28,12,12,10,10,12,32,52,44,36,34,12,12,12,12,12,24,12,10,10,10,26,24
10/21/2014 3:00:00 PM,12,12,10,10,12,10,12,34,12,12,12,12,12,32,56,66,54,44,34,28,30,32,36,32,26,24,28,12,28,34,28,26,24,26,32,26,26,28,26,26,24,24,24,44,42,40,34,28,28,12,32,28,28,28,26,38,26,34,24,12
10/21/2014 4:00:00 PM,32,12,36,38,36,30,28,36,32,28,30,12,26,12,12,26,26,28,28,12,32,12,12,12,32,26,30,40,34,30,38,48,52,34,30,30,26,12,12,28,32,36,38,40,64,64,64,54,26,12,12,12,12,10,12,10,12,10,12,12
10/21/2014 5:00:00 PM,12,12,10,10,12,12,38,12,30,30,30,26,40,38,12,12,12,12,10,10,10,10,10,10,10,28,38,32,38,42,50,54,68,68,50,12,12,10,12,12,12,12,28,10,10,12,10,12,10,10,10,10,10,10,12,10,12,10,10,10
10/21/2014 6:00:00 PM,10,12,12,12,12,12,10,12,10,12,12,10,12,28,12,10,12,10,10,10,12,26,10,10,10,10,12,34,30,12,26,48,26,12,12,12,12,12,12,32,62,24,12,12,32,54,42,26,12,12,12,12,34,26,32,12,10,12,26,10
10/21/2014 7:00:00 PM,12,12,12,12,12,12,12,24,10,12,12,12,24,10,10,10,12,12,12,10,12,12,12,28,12,10,26,12,12,28,26,12,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,24,12,12,12,12,12,12,12,12,42,34
10/21/2014 8:00:00 PM,38,30,10,12,24,12,12,12,10,12,12,12,28,12,10,26,12,26,12,12,12,12,12,12,38,54,66,68,26,26,12,12,26,30,10,10,12,10,10,10,10,12,12,12,10,10,10,10,10,10,10,10,12,12,12,12,10,10,12,10
10/21/2014 9:00:00 PM,10,10,12,10,10,10,10,10,10,12,10,10,10,12,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,10,10,10,10,10,10,10,10,12,10
10/21/2014 10:00:00 PM,10,10,10,10,10,12,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,44,62,68,64,40,12,26,12,12,10,12,12,10,24,12,10,10,10,10,10,10,10,12,10,24
10/21/2014 11:00:00 PM,10,10,12,12,10,10,10,10,10,12,10,10,10,10,10,10,12,10,12,10,10,12,10,12,10,12,12,10,28,12,26,10,10,10,10,12,12,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10
10/22/2014 12:00:00 AM,10,10,10,10,10,10,24,30,32,12,10,10,10,10,26,30,26,10,10,10,10,10,12,10,10,12,12,10,10,10,12,24,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 1:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 2:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12
10/22/2014 3:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,26,10,10,10,10
10/22/2014 4:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10
10/22/2014 5:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,12,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 6:00:00 AM,12,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,12,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 7:00:00 AM,10,12,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,12,24,36,12,10,10,10,36,32,10,10,10,12,28,34,26,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 8:00:00 AM,10,10,10,10,10,12,12,10,12,10,10,12,12,28,40,24,10,12,26,12,10,10,10,10,10,10,12,10,12,10,10,10,10,12,12,26,12,12,10,26,26,28,12,38,12,38,28,12,12,38,64,64,66,66,66,66,66,70,62,42
10/22/2014 9:00:00 AM,52,56,56,32,32,12,12,10,12,12,10,10,12,10,12,12,12,10,12,12,26,12,12,12,12,10,12,12,12,12,34,50,64,60,66,66,64,38,50,66,66,66,66,64,66,60,66,42,28,26,56,50,12,12,12,28,12,12,10,10
10/22/2014 10:00:00 AM,10,10,10,10,10,10,12,10,10,10,36,26,32,32,32,38,38,26,12,28,12,12,12,26,68,40,42,44,50,26,26,12,12,12,32,34,12,26,28,28,12,12,12,26,12,12,10,12,12,12,30,28,26,34,38,34,36,32,12,12
10/22/2014 11:00:00 AM,32,32,28,26,10,12,10,10,12,26,36,38,26,28,34,30,38,32,36,12,26,28,34,32,12,40,36,42,32,34,40,24,32,36,28,12,12,38,30,12,28,30,50,36,30,24,12,26,10,10,26,32,30,12,12,10,10,12,40,28
10/22/2014 12:00:00 PM,40,36,26,54,54,40,38,40,42,44,50,52,36,38,40,34,36,32,28,32,34,42,36,36,32,44,42,44,40,44,62,24,12,26,12,12,12,24,12,12,38,36,12,10,12,10,10,30,28,36,12,30,30,36,32,12,26,32,56,26
10/22/2014 1:00:00 PM,12,12,32,12,12,12,38,68,70,70,68,70,70,72,38,32,64,60,26,10,10,10,10,10,12,12,10,12,10,12,12,10,12,12,12,10,12,10,24,10,10,10,12,12,10,10,10,10,12,10,10,10,12,12,30,10,12,12,10,12
10/22/2014 2:00:00 PM,12,10,10,10,12,26,12,10,10,10,10,12,26,30,56,68,74,70,66,64,38,10,24,34,36,28,32,12,28,30,26,24,24,24,30,26,24,10,12,32,38,38,12,12,34,12,12,10,12,12,12,12,60,70,30,40,38,34,30,12
10/22/2014 3:00:00 PM,32,30,12,34,26,28,30,34,48,12,12,12,12,26,34,28,26,26,26,42,40,58,32,30,12,56,36,36,26,32,62,50,28,32,26,42,26,12,34,38,26,44,32,34,48,12,10,24,26,34,58,54,64,72,68,68,70,70,68,66
10/22/2014 4:00:00 PM,66,62,30,12,26,10,10,12,26,10,12,10,10,10,10,10,12,38,42,10,10,44,70,58,12,42,70,68,30,12,12,24,24,12,12,12,12,10,26,26,12,12,12,12,12,26,12,12,12,12,12,12,12,28,26,12,12,12,12,26
10/22/2014 5:00:00 PM,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,26,24,12,12,12,12,12,12,12,12,12,12,12,12,12,26,24,26,12,26,32,24,10,10,10,10,30,34,24,30,32,38,44,50,50,50,42,12,12,12,12,10,10,10,10
10/22/2014 6:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,12,10,10,10,10,10,12,12,12,12,28,10,10,12,10,12,12,12,10,12,10,10,26,36,34,34,32,34,12,40,28,10,10,12,10,12,12,12,10,30,34,12,12,12
10/22/2014 7:00:00 PM,50,42,12,26,26,10,12,34,26,10,12,12,24,12,12,10,10,10,10,12,12,10,12,38,64,50,30,12,12,12,12,12,34,32,50,38,10,10,10,10,12,30,32,12,10,10,12,12,10,36,24,10,10,10,10,10,10,38,12,10
10/22/2014 8:00:00 PM,10,10,10,10,10,12,10,12,10,12,10,10,10,12,12,12,10,10,12,12,12,24,12,12,10,10,10,12,10,10,10,12,12,12,12,36,30,12,10,10,10,12,12,10,12,10,12,10,12,12,12,26,24,26,12,12,30,12,12,12
10/22/2014 9:00:00 PM,26,26,26,24,26,12,12,28,40,30,42,30,26,26,26,12,12,12,12,24,12,12,12,26,42,36,28,10,24,10,12,10,12,10,12,12,10,12,12,12,34,34,12,10,12,12,12,12,12,26,12,12,12,12,12,12,12,12,12,12
10/22/2014 10:00:00 PM,12,12,12,10,12,12,12,12,28,12,10,12,12,12,12,12,12,12,34,26,30,40,30,26,32,12,10,12,10,10,10,10,10,10,10,12,10,12,10,10,10,10,10,12,10,10,10,24,10,10,10,10,10,10,30,32,30,30,28,12
10/22/2014 11:00:00 PM,12,12,26,10,10,10,10,10,10,12,12,12,12,10,10,10,10,10,10,12,26,10,10,10,10,10,30,28,28,26,28,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/23/2014 12:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/23/2014 1:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,26,12,10,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/23/2014 2:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/23/2014 3:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,12,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/23/2014 4:00:00 AM,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12
10/23/2014 5:00:00 AM,10,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/23/2014 6:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/23/2014 7:00:00 AM,10,12,12,10,10,10,10,10,10,10,12,10,10,10,10,10,24,10,10,12,12,10,12,10,10,10,10,10,12,12,12,10,10,10,10,10,10,10,30,34,24,40,32,12,32,42,68,68,68,68,68,68,66,68,68,66,32,28,10,30
10/23/2014 8:00:00 AM,26,12,12,12,12,10,10,12,10,12,12,12,10,10,12,12,12,12,12,12,12,12,12,12,12,12,10,10,12,10,10,12,12,12,10,12,12,12,12,12,12,10,10,12,12,10,12,12,12,10,10,12,10,10,10,10,12,12,10,26
10/23/2014 9:00:00 AM,26,10,10,12,10,10,12,12,10,10,10,10,10,10,10,10,12,10,10,12,28,12,12,12,12,36,48,60,68,66,52,12,24,12,42,68,38,64,68,70,68,58,24,26,12,28,28,10,12,12,12,10,12,10,10,10,10,10,10,12
10/23/2014 10:00:00 AM,10,12,12,12,12,10,10,26,30,12,10,10,10,10,10,10,12,10,10,10,10,10,10,12,40,40,54,34,34,36,12,26,38,66,70,68,68,68,68,70,60,58,28,24,28,32,28,30,28,12,32,50,32,24,30,12,34,36,12,36
10/23/2014 11:00:00 AM,12,12,42,30,30,26,34,12,28,36,26,28,38,42,38,30,26,28,32,40,40,12,32,30,28,36,58,54,32,32,24,28,28,34,40,32,34,12,30,24,42,12,32,38,36,44,54,42,30,12,30,36,58,64,60,60,56,42,64,66
10/23/2014 12:00:00 PM,66,68,68,42,36,40,38,36,42,38,32,34,28,48,48,28,34,38,44,68,68,66,66,68,66,66,70,40,42,66,70,42,38,40,30,12,12,12,12,10,10,10,12,10,12,12,10,10,10,10,10,12,12,12,10,10,10,12,10,10
10/23/2014 1:00:00 PM,10,10,12,12,12,12,10,10,10,12,10,10,12,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,12,10,10,10,26,12,12,10,10,10,10,10,12,30,28,30,56,68,68,68,68,68,68,66,68,68,66,60
10/23/2014 2:00:00 PM,12,10,10,10,12,10,12,12,26,10,10,12,10,10,12,12,10,12,12,12,12,26,34,10,12,28,24,10,10,12,10,48,66,66,38,12,10,12,12,30,64,64,66,36,26,12,12,12,12,12,12,10,12,12,12,12,10,12,12,12
10/23/2014 3:00:00 PM,12,12,10,10,12,12,10,10,10,30,30,26,28,12,12,10,10,10,12,12,10,10,10,10,10,10,10,10,12,12,32,12,12,10,10,26,30,10,12,12,10,12,10,10,10,10,10,10,10,10,10,12,12,10,10,10,12,10,10,12
10/23/2014 4:00:00 PM,12,12,12,10,12,12,10,10,12,12,12,12,12,12,12,12,10,12,12,12,10,10,12,10,10,12,12,10,10,10,10,10,10,12,12,10,10,12,28,28,30,10,12,28,32,38,28,12,30,12,10,12,28,12,10,10,10,10,10,10
10/23/2014 5:00:00 PM,12,10,10,10,10,12,10,10,10,10,10,10,12,12,10,10,10,10,10,10,10,10,10,12,10,12,10,10,10,10,10,10,10,10,12,12,12,30,30,40,12,12,12,12,12,12,12,12,26,12,12,12,12,24,12,12,10,12,40,12
10/23/2014 6:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,30,42,28,12,12,12,12,12,12,12,12,12,12,12,38,26,12,12,10,10,10,10,10,10,10,10,10,10,38,34,24,40,12,12,12,12,10,10,32,24,34,12,12,10,10,10,10,10
10/23/2014 7:00:00 PM,10,10,12,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,26,32,34,26,10,30,28,26,12,10,10,10,10,10,10,28,50,26,26,12,12,12,12,12,12,12,42,44,10,10,10
10/23/2014 8:00:00 PM,12,12,12,12,10,12,12,26,44,32,38,12,12,10,28,10,10,10,10,12,10,24,10,10,10,10,10,10,10,10,10,10,26,34,24,12,10,12,12,12,12,12,12,12,12,10,12,10,10,10,10,12,10,10,10,10,10,24,10,10
10/23/2014 9:00:00 PM,10,10,12,10,12,32,30,28,32,12,10,10,10,10,10,10,10,10,12,10,12,12,12,28,12,38,12,10,10,10,10,10,10,10,10,10,26,12,10,26,28,36,30,12,10,10,10,12,10,10,52,68,30,28,12,10,28,50,34,12
10/23/2014 10:00:00 PM,10,10,12,10,12,32,12,56,24,12,26,12,12,12,32,28,10,12,10,12,42,42,12,12,26,28,10,10,24,10,10,10,24,12,12,12,24,12,26,12,12,12,12,12,12,12,26,12,12,12,12,12,12,24,12,12,10,12,12,12
10/23/2014 11:00:00 PM,12,12,12,12,12,12,26,12,12,28,12,12,34,24,12,12,12,12,38,26,32,32,12,12,28,30,34,28,28,12,12,12,12,10,10,12,12,12,12,12,12,12,12,10,12,26,12,36,32,36,26,26,12,12,54,12,24,24,12,30
10/24/2014 12:00:00 AM,26,12,26,12,12,12,10,34,32,12,10,10,12,12,12,12,12,12,26,28,12,28,36,32,24,12,12,30,26,50,36,30,12,26,10,12,10,12,12,12,30,12,12,32,38,36,30,26,12,26,30,36,34,28,12,10,10,10,10,10
10/24/2014 1:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 2:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 3:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 4:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 5:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 6:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 7:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 8:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 9:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 10:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 11:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 12:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 1:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 2:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 3:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 4:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 5:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 6:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 7:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 8:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 9:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 10:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/24/2014 11:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/25/2014 12:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/25/2014 1:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/25/2014 2:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
