------------ Data File Created By ActiGraph wGT3XPlus ActiLife v6.11.5 Firmware v2.2.1 date format M/d/yyyy Filter Normal Multiple Incline Limb: Waist -----------
Serial Number: CLE2B23130567
Start Time 09:04:00
Start Date 11/13/2014
Epoch Period (hh:mm:ss) 00:01:00
Download Time 09:03:35
Download Date 11/20/2014
Current Memory Address: 0
Current Battery Voltage: 4.1     Mode = 61
--------------------------------------------------
3324,5434,5536,23,60,0,60,0,0
3003,3785,4833,29,0,0,60,0,0
1874,1560,956,86,0,0,60,0,0
2622,1838,799,106,0,0,60,0,0
2786,1707,598,115,0,0,60,0,0
3992,2489,670,130,60,0,60,0,0
3251,2018,631,114,25,0,60,0,0
4288,2316,693,136,45,0,60,0,0
4170,2145,704,134,51,0,60,0,0
3646,2367,956,123,30,0,60,0,0
654,480,128,24,0,0,60,0,0
24,170,76,3,0,0,0,60,0
0,23,7,0,0,0,0,60,0
2,149,74,0,0,0,0,60,0
0,52,11,0,0,0,0,60,0
10,86,64,1,0,0,0,60,0
74,322,130,5,0,0,0,60,0
170,341,122,10,0,0,0,60,0
711,910,471,44,0,0,60,0,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,459,3,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,525,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
33,515,38,1,0,0,0,60,0
13,48,12,0,0,0,0,60,0
20,295,33,1,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,118,0,0,0,0,0,60,0
1493,1368,441,40,0,0,60,0,0
148,278,23,1,0,0,51,9,0
767,1454,1300,6,0,0,60,0,0
366,813,834,24,0,0,45,15,0
8,60,92,1,0,0,2,58,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,60,0,0,0
27,277,51,1,0,0,2,58,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
2,42,0,0,0,0,1,59,0
0,44,0,0,0,0,15,45,0
0,0,0,0,0,0,0,60,0
1340,1394,411,67,0,0,60,0,0
1804,1309,790,86,0,0,60,0,0
0,0,57,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
12,0,0,1,0,0,0,60,0
7,14,0,1,0,0,9,51,0
49,26,0,3,0,0,9,51,0
56,0,23,3,0,0,12,48,0
122,29,11,9,0,0,8,52,0
1146,894,304,37,0,0,60,0,0
3291,2010,323,123,34,0,60,0,0
590,1093,483,30,0,0,60,0,0
0,149,108,0,0,0,60,0,0
2,51,40,0,0,0,60,0,0
0,0,16,0,0,0,60,0,0
111,502,300,3,0,0,58,2,0
45,210,299,1,0,0,47,13,0
128,379,540,4,0,0,46,14,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,92,0,0,0,0,60,0,0
0,14,14,0,0,0,15,45,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
26,155,6,1,0,0,49,11,0
0,15,16,0,0,0,60,0,0
0,0,0,0,0,0,55,5,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
21,161,9,2,0,0,38,22,0
0,0,0,0,0,0,60,0,0
141,643,364,2,0,0,48,12,0
128,343,186,1,0,0,6,54,0
54,399,289,3,0,0,33,27,0
23,28,260,1,0,0,53,7,0
99,490,331,2,0,0,34,26,0
39,303,71,2,0,0,54,6,0
0,5,11,0,0,0,33,27,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
4,132,79,0,0,0,30,30,0
82,292,70,2,0,0,49,11,0
0,172,58,0,0,0,17,43,0
0,72,12,0,0,0,15,45,0
0,108,69,0,0,0,21,39,0
126,265,269,7,0,0,44,16,0
238,710,572,16,0,0,37,23,0
998,1605,1029,35,0,0,60,0,0
189,709,669,5,0,0,30,30,0
77,261,265,2,0,0,29,31,0
151,131,271,4,0,0,39,21,0
