------------ Data File Created By ActiGraph wGT3XPlus ActiLife v6.11.5 Firmware v2.2.1 date format M/d/yyyy Filter Normal Multiple Incline Limb: Waist -----------
Serial Number: CLE2B23130362
Start Time 15:00:00
Start Date 11/14/2014
Epoch Period (hh:mm:ss) 00:01:00
Download Time 12:40:41
Download Date 11/24/2014
Current Memory Address: 0
Current Battery Voltage: 4.03     Mode = 61
--------------------------------------------------
0,4,0,0,0,60,0,0,0
0,0,0,0,0,59,0,0,1
125,333,167,1,0,31,0,0,29
0,28,53,0,0,0,0,0,60
0,13,10,0,0,0,0,0,60
0,10,3,0,0,0,0,0,60
27,5,5,0,0,0,0,0,60
0,51,64,0,0,0,0,0,60
11,0,0,0,0,0,0,0,60
14,3,34,1,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,8,0,0,0,0,0,60
8,1,15,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
14,297,135,0,0,3,0,0,57
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,113,65,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,88,102,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
224,267,853,4,0,0,4,6,50
1603,1688,3487,33,0,0,60,0,0
2862,2668,3219,98,0,0,60,0,0
2929,2565,3241,92,0,0,60,0,0
1813,1847,2862,56,0,0,60,0,0
54,621,1323,2,0,0,44,16,0
20,45,295,1,0,0,15,45,0
0,0,26,0,0,0,60,0,0
13,73,220,0,0,0,58,2,0
0,37,93,0,0,0,54,6,0
1476,1691,1992,49,0,0,60,0,0
2887,2594,2674,99,0,0,60,0,0
2983,2799,2800,94,0,0,60,0,0
1715,2123,3064,58,0,0,60,0,0
177,573,377,2,0,0,55,5,0
0,84,82,0,0,0,60,0,0
0,9,0,0,0,0,60,0,0
0,79,0,0,0,0,60,0,0
0,13,3,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
505,514,710,2,0,0,60,0,0
275,487,864,2,0,0,18,3,39
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
64,210,223,2,0,4,0,0,56
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,13,0,0,0,0,0,0,60
503,569,331,2,0,0,60,0,0
92,698,300,3,0,0,19,41,0
0,96,62,0,0,0,56,4,0
0,11,0,0,0,0,60,0,0
310,438,507,1,0,0,23,2,35
6,0,137,1,0,0,0,0,60
36,58,182,1,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,60
