------------ Data File Created By ActiGraph wGT3XPlus ActiLife v6.11.5 Firmware v2.2.1 date format M/d/yyyy Filter Normal Multiple Incline Limb: Waist -----------
Serial Number: CLE2B23130553
Start Time 13:00:00
Start Date 10/20/2014
Epoch Period (hh:mm:ss) 00:01:00
Download Time 12:43:06
Download Date 10/28/2014
Current Memory Address: 0
Current Battery Voltage: 4.08     Mode = 61
--------------------------------------------------
2524,1651,1154,92,0,0,60,0,0
80,403,581,3,0,0,52,8,0
0,0,0,0,0,0,60,0,0
0,27,13,0,0,0,33,27,0
0,0,0,0,0,0,0,60,0
0,38,31,0,0,0,37,23,0
179,258,439,8,0,0,52,8,0
144,355,446,3,0,0,41,19,0
91,268,76,1,0,0,59,1,0
150,458,323,6,0,0,50,10,0
0,30,138,0,0,0,2,58,0
0,0,0,0,0,0,0,60,0
0,6,10,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
82,345,211,1,0,0,1,59,0
108,385,465,4,0,0,0,60,0
0,53,7,0,0,0,4,56,0
18,52,9,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
113,316,418,2,0,0,17,43,0
0,0,21,0,0,0,60,0,0
5,14,74,1,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,2,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,4,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,2,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,15,0,0,0,0,60,0,0
0,28,104,0,0,0,60,0,0
0,0,1,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,42,30,0,0,0,60,0,0
0,18,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,4,0,0,0,0,60,0,0
27,63,34,0,0,0,22,38,0
0,0,0,0,0,0,0,60,0
18,142,1,0,0,0,17,43,0
11,113,61,0,0,0,6,54,0
350,946,1022,9,0,0,29,31,0
3454,1417,800,113,0,0,60,0,0
4350,2006,433,124,0,0,60,0,0
3459,1650,600,97,25,0,60,0,0
4342,1969,754,117,65,0,60,0,0
4717,2248,715,125,43,0,60,0,0
4549,2017,412,124,0,0,60,0,0
4366,1987,398,124,0,0,60,0,0
4305,2048,467,123,20,0,60,0,0
4652,2168,442,124,57,0,60,0,0
4595,2059,345,124,32,0,60,0,0
4313,2214,455,119,27,0,60,0,0
4635,2250,430,124,101,0,60,0,0
4737,2422,489,124,205,0,60,0,0
4627,2219,446,123,167,0,60,0,0
3343,1660,473,95,126,0,60,0,0
4563,2276,540,122,69,0,60,0,0
2485,1761,1266,76,29,0,60,0,0
1390,1169,1147,41,22,0,60,0,0
1897,2099,1432,42,65,0,60,0,0
1123,1459,1147,23,30,0,60,0,0
2054,2103,1463,49,58,0,60,0,0
34,39,153,2,0,0,46,14,0
0,33,76,0,0,0,47,13,0
13,0,16,1,0,0,55,5,0
0,34,25,0,0,0,47,13,0
5,8,0,0,0,0,37,23,0
45,12,10,3,0,0,44,16,0
130,0,39,5,0,0,38,22,0
0,0,0,0,0,0,4,56,0
13,0,2,1,0,0,24,36,0
10,0,15,0,0,0,2,58,0
128,0,10,4,0,0,7,53,0
35,0,11,3,0,0,4,56,0
100,0,0,3,0,0,4,56,0
148,0,64,6,0,0,16,44,0
23,0,0,2,0,0,4,56,0
334,1,11,15,0,0,5,55,0
406,2,17,23,0,0,1,59,0
