ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
2/26/2013,724,258,32,2,0,1.6299999952316284,0.81000000238418579,0.059999998658895493
2/27/2013,1027,326,64,3,0,1.8200000524520874,1.8400000333786011,0.20999999344348907
2/28/2013,935,71,24,5,0,0.23000000417232513,0.800000011920929,0.38999998569488525
3/1/2013,1021,270,68,30,0.0099999997764825821,1.7300000190734863,2.4100000858306885,3.7599999904632568
3/2/2013,595,289,73,5,0.0099999997764825821,1.6599999666213989,2.2699999809265137,0.47999998927116394
3/3/2013,1068,282,51,2,0,2.2599999904632568,1.6000000238418579,0.15999999642372131
3/4/2013,629,294,62,11,0,1.4900000095367432,2.2000000476837158,1.0099999904632568
3/5/2013,622,270,64,12,0,1.2599999904632568,2.1600000858306885,1.0099999904632568
3/6/2013,514,372,96,26,0,1.7100000381469727,3.8599998950958252,2.4500000476837158
3/7/2013,979,229,67,21,0.019999999552965164,1.1699999570846558,2.8199999332427979,1.7400000095367432
3/8/2013,926,35,1,0,0,0.079999998211860657,0.0099999997764825821,0
3/9/2013,1171,230,36,3,0,1.3400000333786011,1.1200000047683716,0.31999999284744263
3/10/2013,721,176,64,5,0,1.059999942779541,2.0999999046325684,0.34999999403953552
3/11/2013,762,239,73,4,0,0.98000001907348633,2.5199999809265137,0.36000001430511475
